X,Y
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.19,2
32.21,2
32.21,2
32.21,2
32.21,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.52,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
32.54,2
33.15,3
33.15,3
33.15,3
33.15,3
33.15,3
33.25,3
33.25,3
33.25,3
33.49,3
33.49,3
33.49,3
33.5,3
33.5,3
33.5,3
33.5,3
33.5,3
33.5,3
33.5,3
33.5,3
33.56,3
33.56,3
33.56,3
33.56,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.59,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.65,3
33.9,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.95,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
33.97,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.04,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.12,3
34.18,3
34.18,3
34.18,3
34.18,3
34.18,3
34.18,3
34.18,3
34.18,3
34.18,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.25,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
34.65,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.12,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.18,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.3,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.47,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.65,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
35.85,3
36.4,3
37.15,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.85,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
37.96,3
38.18,3
38.94,3
39.23,3
39.23,3
39.23,3
39.23,3
39.23,3
39.23,3
39.23,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
40.37,3
41.24,3
41.24,3
41.24,3
41.24,3
41.24,3
41.24,3
43.12,3
43.12,3
43.12,3
43.12,3
43.12,3
43.12,3
43.12,3
43.37,3
43.37,3
43.37,3
45.47,3
45.47,3
45.57,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
48.27,3
50.5,3
50.5,3
50.5,3
50.5,3
51.65,3
51.65,3
51.65,3
51.65,3
51.65,3
51.65,3
51.65,3
51.65,3
52.12,3
52.12,3
52.12,3
52.52,3
52.52,3
52.52,3
52.52,3
53.15,4
53.15,4
53.15,4
53.15,4
53.15,4
53.15,4
53.15,4
53.15,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.2,4
53.77,4
53.77,4
53.77,4
53.77,4
53.77,4
53.77,4
53.77,4
53.77,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.5,4
54.89,4
54.89,4
54.89,4
54.89,4
54.89,4
54.89,4
54.89,4
55.55,4
55.55,4
55.55,4
55.55,4
55.55,4
55.55,4
55.59,4
55.59,4
55.59,4
55.59,4
55.59,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
61.22,4
61.22,4
61.22,4
61.22,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.31,4
62.31,4
62.31,4
62.31,4
62.31,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
